subject_ID,lemma,gender,age,education,grade,error
1490,worden,male,18,general,Gr3,0
1503,worden,male,17,vocational,Gr3,0
1503,worden,male,17,vocational,Gr3,0
1503,worden,male,17,vocational,Gr3,0
1503,worden,male,17,vocational,Gr3,0
1503,worden,male,17,vocational,Gr3,0
1503,worden,male,17,vocational,Gr3,0
1511,worden,female,17,general,Gr3,0
1511,worden,female,17,general,Gr3,0
1511,worden,female,17,general,Gr3,0
1514,worden,female,16,general,Gr2,0
1525,worden,male,18,general,Gr3,0
1532,worden,female,17,technical,Gr3,0
1609,worden,female,16,general,Gr2,0
1615,worden,male,17,general,Gr3,0
1615,worden,male,17,general,Gr3,0
1616,worden,male,16,general,Gr2,0
1640,worden,male,20,vocational,Gr3,0
1644,worden,male,19,general,Gr3,0
1646,worden,male,18,general,Gr3,0
1647,worden,male,16,general,Gr2,0
1716,worden,male,17,vocational,Gr3,0
